공간지리식별번호,지형지물부호,관리번호,행정동읍면코드,도엽번호,관리기관코드,도로구간 번호,자전거 도로명,연장,폭원,국비재원,시군비 재원,기타재원,경계 정류,공사번호,대장초기화여부,설치일자,자전거도로 구분,위치구분,자전거도로 재질,위도,경도
737,AE543,2007300160,4143010600,377091154A,MNG001,2007300024,,41.02999878,1.40999997,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,201430.1085,530435.0642
738,AE543,2007300223,4143010600,377091152D,MNG001,2007300009,,9.10999966,1.45000005,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200776.5884,530150.8248
739,AE543,2007300224,4143010600,377091152D,MNG001,2007300018,,51.84999847,1.39999998,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200855.8984,530235.6915
740,AE543,2007300225,4143010600,377091152D,MNG001,2007300018,,54.68000031,1.29999995,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200868.308,530227.7314
741,AE543,2007300226,4143010600,377091153C,MNG001,2007300018,,2.1500001,1.22000003,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200889.551,530278.8773
742,AE543,2007300227,4143010600,377091153C,MNG001,2007300018,,66.15000153,1.30999994,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200890.0592,530336.9381
743,AE543,2007300228,4143010600,377091152D,MNG001,2007300018,,6.76999998,1.36000001,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200875.7271,530285.103
744,AE543,2007300229,4143010600,377091153C,MNG001,2007300018,,6.63999987,1.30999994,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200894.918,530298.6243
745,AE543,2007300230,4143010600,377091152D,MNG001,2007300018,,9.80000019,1.38,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200876.5289,530296.803
746,AE543,2007300231,4143010600,377091161A,MNG001,2007300187,,9.81999969,1.32000005,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200211.5328,529979.7736
747,AE543,2007300232,4143010600,377091161A,MNG001,2007300187,,42.08000183,1.36000001,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200211.1541,530008.3578
748,AE543,2007300161,4143010600,377091153B,MNG001,2007300082,,167.5299988,1.40999997,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,201199.1716,530434.2024
749,AE543,2007300233,4143010600,377091161A,MNG001,2007300186,,16.47999954,1.88999999,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200187.0146,530057.4115
750,AE543,2007300234,4143010600,377091151C,MNG001,2007300184,,145.1199951,1.38,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200220.8157,530111.1965
751,AE543,2007300235,4143010600,377091151C,MNG001,2007300184,,120.8899994,1.34000003,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200188.041,530132.4701
752,AE543,2007300236,4143010600,377091151D,MNG001,2007300131,,20.29999924,1.38,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200245.5777,530205.8614
753,AE543,2007300237,4143010600,377091151D,MNG001,2007300183,,18.45999908,2.0999999,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200228.4214,530200.2886
754,AE543,2007300238,4143010600,377091151C,MNG001,2007300181,,81.91000366,1.38999999,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200200.9847,530264.5574
755,AE543,2007300239,4143010600,377091151D,MNG001,2007300181,,76.91000366,1.17999995,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200234.6069,530256.5892
756,AE543,2007300240,4143010600,377091151D,MNG001,2007300113,,71.01999664,2.13000011,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200313.1161,530187.2505
757,AE543,2007300242,4143010600,377091151B,MNG001,2007300178,,54.09000015,1.37,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200233.4494,530363.8125
758,AE543,2007300243,4143010600,377091151B,MNG001,2007300178,,123.8700028,1.34000003,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,200282.4402,530383.2237
759,AE543,2007300162,4143010600,377091154A,MNG001,2007300029,,33.74000168,1.38999999,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT002,SMW920,201327.88,530424.2334
760,AE543,2007300244,4143010600,377091151B,MNG001,2007300001,,31.80999947,1.99000001,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200322.4526,530453.3449
761,AE543,2007300245,4143010600,377091151B,MNG001,2007300001,,37.63000107,2.07999992,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200333.9697,530476.8144
762,AE543,2007300246,4143010600,377091151B,MNG001,2007300177,,29.20999908,2.02999997,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200358.7365,530470.7158
763,AE543,2007300247,4143010600,377091151B,MNG001,2007300001,,21.57999992,2.1500001,0,0,0,DWY003,,1,2017-12-31,CGB003,DRT003,SMW007,200340.729,530442.1193
764,AE543,2007300248,4143010600,377091151B,MNG001,2007300177,,28.10000038,1.37,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200414.5948,530498.4506
765,AE543,2007300249,4143010600,377091152A,MNG001,2007300177,,26.95999908,1.38999999,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200458.2492,530508.5535
766,AE543,2007300250,4143010600,377091152A,MNG001,2007300177,,41.68999863,1.40999997,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200508.1073,530522.3958
767,AE543,2007300251,4143010600,377091152A,MNG001,2007300177,,29.29000092,1.42999995,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200559.5929,530538.23
768,AE543,2007300252,4143010600,377091152A,MNG001,2007300175,,56.33000183,1.39999998,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200612.916,530564.5459
769,AE543,2007300253,4143010600,377091142C,MNG001,2007300191,,92.18000031,1.40999997,0,0,0,DWY001,,1,2017-12-31,CGB002,DRT001,SMW920,200658.3358,530646.2029
