id,name,type,operator,operator_class,operator_level,sido,sigungu,region,address,lat,lng,tel,homepage,price,facilities,source
camp-31090,칼봉산자연휴양림,국·공립 휴양림,가평시설관리공단,지자체,지방공기업·출자출연기관,경기도,가평군,서울인천경기,경기도 가평군 가평읍 경반안로 454,37.8365192129899,127.465158738572,031-8078-8062,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030099,,"숲속의집(10동), 휴양관(12실), 황토방(6실),세미나실, 산책로",공유누리(행정안전부)
camp-31570,구름산산림욕장,국·공립 휴양림,광명시청,지자체,기초자치단체,경기도,광명시,서울인천경기,경기도 광명시 노온사동 469-19,37.4396848255297,126.864619342755,02-2680-2379,,,",피크닉장, 황토길, 세족장, 야외소공연장, 놀이시설",공유누리(행정안전부)
camp-31571,문수산산림욕장,국·공립 휴양림,김포도시관리공사,지자체,지방공기업·출자출연기관,경기도,김포시,서울인천경기,경기도 김포시 월곶면 문수산로 102-38,37.7378255963245,126.530891102485,031-988-2965,https://www.guc.or.kr/facility/park_moonsoosan.asp,,",숲길,산림욕장",공유누리(행정안전부)
camp-31080,축령산자연휴양림,국·공립 휴양림,경기도,지자체,광역자치단체,경기도,남양주시,서울인천경기,경기도 남양주시 수동면 축령산로 299,37.7547680401799,127.313253048056,031-8008-6690,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030050,,"숲속의집(8동), 휴양관(18실),산책로",공유누리(행정안전부)
camp-30951,동두천자연휴양림,국·공립 휴양림,동두천시청,지자체,기초자치단체,경기도,동두천시,서울인천경기,경기도 동두천시 탑동가산로 1,37.8898854795311,127.137160403747,031-860-3258,https://foresttrip.go.kr/indvz/main.do?hmpgId=ID02030023,,"숲속의집(9동), 휴양관(17실),숲속의집, 야외데크, 잔디광장, 유아숲체험원",공유누리(행정안전부)
camp-31001,서운산자연휴양림,국·공립 휴양림,안성시청,지자체,기초자치단체,경기도,안성시,서울인천경기,경기도 안성시 금광면 배티로 185-39,36.9423847036351,127.313755853344,031-678-2913,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030092,,"숲속의집(8동),오토캠핑장, 야영장, 카라반",공유누리(행정안전부)
camp-31035,양평쉬자파크,국·공립 휴양림,양평공사,지자체,지방공기업·출자출연기관,경기도,양평군,서울인천경기,경기도 양평군 양평읍 쉬자파크길 193,37.5112032617666,127.533178517014,031-770-1009,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030079,,"숲속의집(10동), 휴양관(8실),산책로, 치유센터, 유야숲체험원",공유누리(행정안전부)
camp-31048,용문산자연휴양림,국·공립 휴양림,양평공사,지자체,지방공기업·출자출연기관,경기도,양평군,서울인천경기,경기도 양평군 양평읍 약수사길 78-14,37.5160492074347,127.519419817144,031-775-4005,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030087,,"숲속의집(15동), 휴양관(5실),목재체험놀이터, 산책로",공유누리(행정안전부)
camp-30821,고대산자연휴양림,국·공립 휴양림,연천군청,지자체,기초자치단체,경기도,연천군,서울인천경기,경기도 연천군 신서면 고대산길 84-79,38.2112541872947,127.150703599876,031-834-2200,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030001,,"숲속의집(13동), 휴양관(6실),숲속수련원, 방문자센터",공유누리(행정안전부)
camp-31051,용인자연휴양림,국·공립 휴양림,용인도시공사,지자체,지방공기업·출자출연기관,경기도,용인시,서울인천경기,경기도 용인시 처인구 모현읍 초부로 220,37.3148737194702,127.267844163237,031-336-0040,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030031,,"숲속의집(14동), 목조체험주택(3동), 체험관(8실), 캐빈(1동),생태습지, 야영장, 잔디광장, 짚라인, 목재문화체험관",공유누리(행정안전부)
camp-31059,의왕바라산자연휴양림,국·공립 휴양림,의왕도시공사,지자체,지방공기업·출자출연기관,경기도,의왕시,서울인천경기,경기도 의왕시 바라산로 84,37.3731008542142,127.019316991471,031-8086-7482,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030065,,"휴양관(18실),치유의숲, 체험의숲, 계곡쉼터, 매점, 산림문화휴양관",공유누리(행정안전부)
camp-31076,천보산자연휴양림,국·공립 휴양림,포천시청,지자체,기초자치단체,경기도,포천시,서울인천경기,경기도 포천시 원동교길 309,37.8557646959051,127.119087690463,031-538-3555,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=CBMNT,,"숲속의집(11동), 휴양관(13실),휴양관, 세미나실",공유누리(행정안전부)
camp-30817,거제자연휴양림,국·공립 휴양림,거제해양관광개발공사,지자체,지방공기업·출자출연기관,경상남도,거제시,부산경남,경상남도 거제시 동부면 거제중앙로 325,34.7856991830164,128.625943103613,055-639-8115,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030059,,"숲속의집(22동), 숲속수련장(2동), 휴양관(11실),족구장, 다목적실, 세미나실, 숲속놀이터",공유누리(행정안전부)
camp-30819,거창항노화힐링랜드,국·공립 휴양림,거창군청,지자체,기초자치단체,경상남도,거창군,부산경남,경상남도 거창군 가조면 의상봉길 830,35.7366204874352,128.040898269351,055-940-7930,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030109,,",온열치료실, 건강측정실, 다목적실, 세미나실, 숲체험장, 식물원, 테마공원, 산책로",공유누리(행정안전부)
camp-30936,금원산자연휴양림,국·공립 휴양림,경상남도청,지자체,광역자치단체,경상남도,거창군,부산경남,경상남도 거창군 위천면 금원산길 412,35.7314457555139,127.797876929071,055-254-3971,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030077,,"휴양관(12실),세미나실",공유누리(행정안전부)
camp-31108,한방자연휴양림,국·공립 휴양림,산청군청,지자체,기초자치단체,경상남도,산청군,부산경남,경상남도 산청군 금서면 동의보감로555번길 186,35.4340358385486,127.823680825541,055-970-6952,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030037,,"숲속의집(7동), 휴양관(11실),화장실, 샤워실, 취사장, 세미나실",공유누리(행정안전부)
camp-30943,대운산자연휴양림,국·공립 휴양림,양산시시설관리공단,지자체,지방공기업·출자출연기관,경상남도,양산시,부산경남,경상남도 양산시 탑골길 270,35.4178507074094,129.208911645308,055-379-8670,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030038,,"숲속의집(16동), 휴양관(5실), 카라반(5동),산책로, 대회의실, 소회의실",공유누리(행정안전부)
camp-31111,화왕산자연휴양림,국·공립 휴양림,창녕군산립조합,지자체,기초자치단체,경상남도,창녕군,부산경남,경상남도 창녕군 고암면 청간길 128-126,35.546930792625,128.567314450646,055-533-2332,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030015,,"휴양관(10실), 숲속의집(10동),다목적구장, 바비큐장, 숲길, 물놀이장, 놀이터",공유누리(행정안전부)
camp-30839,구재봉자연휴양림,국·공립 휴양림,하동군청,지자체,기초자치단체,경상남도,하동군,부산경남,경상남도 하동군 적량면 중서길 60-81,35.128957936686,127.744093707444,070-8855-8011,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030072,,"휴양관(7실), 숲속의집(3동), 트리하우스(7동),세미나실, 목재문화체험장, 프로그램(18개), 짚라인, 모노레일, 에코어드벤처, 캐노피투어",공유누리(행정안전부)
camp-31104,하동편백자연휴양림,국·공립 휴양림,하동군청,지자체,기초자치단체,경상남도,하동군,부산경남,경상남도 하동군 옥종면 돌고지로 1088-51,35.1861875157539,127.840169839945,070-8994-0717,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030103,,"숲속의집(9동),산책로",공유누리(행정안전부)
camp-30942,대봉산자연휴양림,국·공립 휴양림,함양군청,지자체,기초자치단체,경상남도,함양군,부산경남,경상남도 함양군 병곡면 병곡지곡로 333,35.5779401533583,127.715028926798,055-964-1090,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030046,,"숲속의집(4동), 휴양관(8실),산림문화휴양관, 대강당, 소희의실",공유누리(행정안전부)
camp-30994,산삼자연휴양림,국·공립 휴양림,함양군청,지자체,기초자치단체,경상남도,함양군,부산경남,경상남도 함양군 서상면 가르내길 202-1,35.6976245916974,127.65842969055,055-964-9886,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030048,,"숲속의집(4동), 휴양관(9실),산림문화휴양관, 숲속의집",공유누리(행정안전부)
camp-31054,용추자연휴양림,국·공립 휴양림,함양군청,지자체,기초자치단체,경상남도,함양군,부산경남,경상남도 함양군 안의면 용추휴양림길 166,35.6961313372682,127.757861855981,055-963-8702,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030047,,"휴양관(12실), 수련관(5실), 숲속의집(8동),산책로",공유누리(행정안전부)
camp-31039,오도산자연휴양림,국·공립 휴양림,합천군농업기술센터,지자체,기초자치단체,경상남도,합천군,부산경남,경상남도 합천군 봉산면 오도산휴양로 398,35.6690451788031,128.053874491152,055-930-3733,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030068,,"숲속의집(24동), 수련관(1동),물놀이장, 솔숲쉼터, 매점, 치유센터, 등산로, 산책로, 세미나실",공유누리(행정안전부)
camp-31095,토함산자연휴양림,국·공립 휴양림,경주시설관리공단,지자체,지방공기업·출자출연기관,경상북도,경주시,대구경북,경상북도 경주시 양북면 불국로 1208-45,35.7619161313223,129.365474770506,054-750-8700,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030027,,"숲속의집(12동), 휴양관(11실),회의실, 농구장, 물놀이장, 족구장",공유누리(행정안전부)
camp-30965,미숭산자연휴양림,국·공립 휴양림,고령군청,지자체,기초자치단체,경상북도,고령군,대구경북,경상북도 고령군 대가야읍 낫질로 672-99,35.7507763355023,128.202840709121,054-950-7407,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030026,,"숲속의 집 11동,족구장, 정자, 생태숲, 산책로",공유누리(행정안전부)
camp-31041,옥성자연휴양림,국·공립 휴양림,구미시설관리공단,지자체,지방공기업·출자출연기관,경상북도,구미시,대구경북,경상북도 구미시 옥성면 휴양림길 150,36.2790723157595,128.284427328615,054-480-2080,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030066,,"숲속의집(16동), 휴양관9실),물놀이장, 산책로, 유아숲체험원",공유누리(행정안전부)
camp-30932,군위장곡자연휴양림,국·공립 휴양림,군위군청,지자체,기초자치단체,경상북도,군위군,대구경북,경상북도 군위군 고로면 장곡휴양림길 195,36.1305922660946,128.837637167576,054-380-6317,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030064,,"숲속의집(10동), 문화휴양관(3실), 생태체험관(6실),물놀이장, 족구장, 세마나실",공유누리(행정안전부)
camp-31022,수도산자연휴양림,국·공립 휴양림,김천시청,지자체,기초자치단체,경상북도,김천시,대구경북,경상북도 김천시 대덕면 증산로 326-71,35.8918039984449,127.98384530622,054-435-5128,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030030,,"숲속의집(7동), 휴양관(12실), 힐하우스(6실), 수련관(10실),세미나실, 다목적실, 물놀이장",공유누리(행정안전부)
camp-30984,불정자연휴양림,국·공립 휴양림,문경관광진흥공단,지자체,지방공기업·출자출연기관,경상북도,문경시,대구경북,경상북도 문경시 불정길 180,36.6212820708846,128.136507432444,054-550-9443,https://www.mgtpcr.or.kr/web/page.do?menuIdx=371,,"숲속의집(12동),산책로, 물놀이장, 전망대, 야생화단지",공유누리(행정안전부)
camp-30963,문수산자연휴양림,국·공립 휴양림,봉화군청,지자체,기초자치단체,경상북도,봉화군,대구경북,경상북도 봉화군 봉성면 시거리길 378,36.9451307056498,128.832514651022,054-634-3700,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030102,,"숲속의집(8동), 휴양관(8실),산림휴양관, 묵상의집, 숲속의집, 야영데크",공유누리(행정안전부)
camp-30996,상주 성주봉자연휴양림,국·공립 휴양림,상주군청,지자체,기초자치단체,경상북도,상주시,대구경북,경상북도 상주시 은척면 성주봉로 3,36.5335975541298,128.040757747721,054-541-6512,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030039,,"숲속의집(8동), 휴양관(11실), 수련관(8실), ,물놀이장, 족구장, 세마나실, 식당, 매정",공유누리(행정안전부)
camp-30949,독용산성자연휴양림,국·공립 휴양림,성주군청,지자체,기초자치단체,경상북도,성주군,대구경북,경상북도 성주군 금수면 사더래길 144,35.9063665793145,128.134413336416,054-930-8401,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030004,,"숲속의 집(4동), 휴양관(15실),물놀이장, 바비큐장, 세미나실(2실)",공유누리(행정안전부)
camp-31029,안동계명산자연휴양림,국·공립 휴양림,안동시시설관리공단,지자체,지방공기업·출자출연기관,경상북도,안동시,대구경북,경상북도 안동시 길안면 고란길 207-99,36.4101204613848,128.946513363131,054-850-4700,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030029,,"숲속의집(2동), 휴양관(17실), 산막(7실), 편백나무방(3실),산책로, 물놀이장, 대강당",공유누리(행정안전부)
camp-31031,안동호반자연휴양림,국·공립 휴양림,경상북도산림자원개발원,지자체,지방공기업·출자출연기관,경상북도,안동시,대구경북,경상북도 안동시 도산면 월천길 100-7,36.7034380683149,128.828854735567,054-840-8265,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030020,,"숲속의집(4동), 전통가옥(4동), 호반하우스(10실), 휴양관(9실),다목적구장, 어린이공원, 족구장, 체험학습관, 치유관, 교육관",공유누리(행정안전부)
camp-31116,흥림산자연휴양림,국·공립 휴양림,영양군청,지자체,기초자치단체,경상북도,영양군,대구경북,경상북도 영양군 일월면 재일로 2394-70,36.701825913913,129.112423174831,054-680-5050,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030057,,"숲속의집(6동), 휴양관(10실),운동장, 산림욕장",공유누리(행정안전부)
camp-30975,보현산자연휴양림,국·공립 휴양림,영천시청,지자체,기초자치단체,경상북도,영천시,대구경북,경상북도 영천시 화북면 배나무정길 334,36.1416418514873,128.978627527783,054-336-6618,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030105,,"숲속의집(14동), 휴양관(8실),세미나실, 하늘광장, 다목적구장, 출렁다리, 산책로, 놀이터",공유누리(행정안전부)
camp-31055,운주산승마자연휴양림,국·공립 휴양림,영천시시설관리공단,지자체,지방공기업·출자출연기관,경상북도,영천시,대구경북,경상북도 영천시 임고면 승마휴양림길 105,36.0351031079953,128.996734598345,054-330-2770,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030081,,"숲속의집(20동), 산림문화휴양관(8실),다목적구장, 물놀이장, 포레스트캠프장, 세미나실",공유누리(행정안전부)
camp-30837,구수곡자연휴양림,국·공립 휴양림,울진군청,지자체,기초자치단체,경상북도,울진군,대구경북,경상북도 울진군 북면 십이령로 2721,37.0621216154365,129.292927933864,054-783-2241,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030073,,"숲속의집(17동), 연림동(8실),야영장, 물놀이장",공유누리(행정안전부)
camp-30935,금봉자연휴양림,국·공립 휴양림,의성군청,지자체,기초자치단체,경상북도,의성군,대구경북,경상북도 의성군 옥산면 휴양림길 114,36.3360183264243,128.880789086825,054-830-6922,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030075,,"숲속의집(4동), 휴양관(12실), 체험관(8실),세미나실, 회의실",공유누리(행정안전부)
camp-31079,청송자연휴양림,국·공립 휴양림,청송군청,지자체,기초자치단체,경상북도,청송군,대구경북,경상북도 청송군 부남면 청송로 3478-96,36.3179037611948,129.053758455148,054-872-3163,https://foresttrip.go.kr/indvz/main.do?hmpgId=ID02030010,,"숲속의집(14동),회의실, 유아숲체험원, 목공예전시관, 족구장",공유누리(행정안전부)
camp-31020,송정자연휴양림,국·공립 휴양림,칠곡군청,지자체,기초자치단체,경상북도,칠곡군,대구경북,경상북도 칠곡군 석적읍 반계3길 88,36.0233340443059,128.441641314903,054-979-6600,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030076,,"숲속의집(12동), 휴양관(9실),물놀이장, 바비규장, 피크닉장",공유누리(행정안전부)
camp-31097,팔공산금화자연휴양림,국·공립 휴양림,경상북도산림자원개발원,지자체,지방공기업·출자출연기관,경상북도,칠곡군,대구경북,경상북도 칠곡군 가산면 가산로 323,36.0517189948301,128.555351157066,054-971-1551,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030006,,"숲속의집(6동), 휴양관(12실), 교육관(7실),다목적구장, 어린이놀이터, 강당",공유누리(행정안전부)
camp-30991,비학산자연휴양림,국·공립 휴양림,포항시청,지자체,기초자치단체,경상북도,포항시,대구경북,경상북도 포항시 북구 기북면 비학산길 302,36.1470350841351,129.211106941883,054-252-3275,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030052,,"숲속의집(6동), 테라스하우스(3동), 휴양관(10실),다목적구장, 생태숲, 세미나실",공유누리(행정안전부)
camp-30988,비슬산자연휴양림,국·공립 휴양림,달성군시설관리공단,지자체,지방공기업·출자출연기관,대구광역시,달성군,대구경북,대구광역시 달성군 유가읍 일연선사길 99,35.6900115304704,128.512901658629,053-659-4400,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030093,,"숲속의집(9동), 콘도(13실), 수련관(9실),세미나실. 오름등반로. 야외공연장",공유누리(행정안전부)
camp-31113,화원자연휴양림,국·공립 휴양림,달성군시설관리공단,지자체,지방공기업·출자출연기관,대구광역시,달성군,대구경북,대구광역시 달성군 화원읍 화원휴양림길 126,35.7717917332323,128.536738512157,053-659-4455,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030094,,"휴양관(9실), 숲속의집(6실),숲속의집,산림문화휴양관,산림욕장,전망데크등",공유누리(행정안전부)
camp-30954,만인산자연휴양림,국·공립 휴양림,대전광역시공원관리시업소,지자체,광역자치단체,대전광역시,동구,대전충남,대전광역시 동구 산내로 106,36.2021796082286,127.455110428645,042-270-8651,https://www.maninedu.or.kr/kor/index.do,,",등산로, 산책로, 운동장, 푸른학습원",공유누리(행정안전부)
camp-31064,장태산자연휴양림,국·공립 휴양림,대전광역시공원관리시업소,지자체,광역자치단체,대전광역시,서구,대전충남,대전광역시 서구 장안동 장안로 461,36.2159674164178,127.341277658507,042-270-7882,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030106,,"숲속의집(10동), 수련장(4실), 휴양관(15실),출렁다리, 숲속어드벤쳐, 회의실",공유누리(행정안전부)
camp-30933,금강자연휴양림,국·공립 휴양림,충청남도산림자원연구소,지자체,지방공기업·출자출연기관,세종특별자치시,금남면,대전충남,세종특별자치시 금남면 산림박물관길 110,36.4376993757342,127.232743326942,041-635-7400,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030085,,"숲속의집(12동), 휴양관(4실),산책로, 잔디광장,수영장",공유누리(행정안전부)
camp-31005,석모도자연휴양림,국·공립 휴양림,강화군청,지자체,기초자치단체,인천광역시,강화군,서울인천경기,인천광역시 강화군 삼산면 삼산서로 39-75,37.6996404910449,126.315438409126,032-932-1100,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030071,,"숲속의집(9동),수목원, 족구장",공유누리(행정안전부)
camp-31072,주작산자연휴양림,국·공립 휴양림,강진군청,지자체,기초자치단체,전남광주통합특별시,강진군,광주전남,전남광주통합특별시 강진군 신전면 주작산길 262,34.5172938372484,126.698928345477,061-430-3306,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030060,,"숲속의집(15동), 휴양관(10실), 한옥펜션(10동),회의실, 놀이터, 세미나실",공유누리(행정안전부)
camp-31100,팔영산자연휴양림,국·공립 휴양림,고흥군청,지자체,기초자치단체,전남광주통합특별시,고흥군,광주전남,전남광주통합특별시 고흥군 영남면 팔영로 1347-418,34.6213312685923,127.440137082806,061-830-6990,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030069,,"숲속의집(12동), 휴양관(8실),산책로",공유누리(행정안전부)
camp-30829,광양백운산자연휴양림,국·공립 휴양림,광양시청,지자체,기초자치단체,전남광주통합특별시,광양시,광주전남,전남광주통합특별시 광양시 옥룡면 백계로 337,35.0516442275016,127.598529150769,061-797-2655,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030061,,"숲속의집(17동), 캐빈(5동) ,생태숲, 목재문화체험장, 황토길, 산책로, 운동장",공유누리(행정안전부)
camp-30836,구례산수유자연휴양림,국·공립 휴양림,구례군청,지자체,기초자치단체,전남광주통합특별시,구례군,광주전남,전남광주통합특별시 구례군 산동면 정산길 251,35.3009035312531,127.462698689782,061-780-2897,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030091,,"숲속의집(7동),세미나실, 산책로, 운동장",공유누리(행정안전부)
camp-31066,제암산자연휴양림,국·공립 휴양림,보성군청,지자체,기초자치단체,전남광주통합특별시,보성군,광주전남,전남광주통합특별시 보성군 웅치면 대산길 330,34.7005044506699,126.985507239988,061-852-4434,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030090,,"휴양관(23실), 숲속의집(24동),물놀이터, 숲속교육관, 족구장,모험시설, 잔디광장",공유누리(행정안전부)
camp-31025,순천자연휴양림,국·공립 휴양림,순천시청,지자체,기초자치단체,전남광주통합특별시,순천서청소년수련원길170,광주전남,전남광주통합특별시 순천서청소년수련원길170,35.04388083,127.4744949,061-749-8950,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030058,,"수련관(8실), 휴양관(3실), 숲속의집(11동), 캐빈(6동),야외수영장, 다목적실, 식당",공유누리(행정안전부)
camp-31027,신안자연휴양림,국·공립 휴양림,신안군청,지자체,기초자치단체,전남광주통합특별시,신안군,광주전남,전남광주통합특별시 신안군 자은면 자은서부2길 508-77,34.8797156936462,125.995472381426,061-240-3262,,,"휴양관(8실),잔디광장, 테마공원, 수석정원, 뮤지엄파크, 휴게데크, 조개박물관, 식물원",공유누리(행정안전부)
camp-30978,봉황산자연휴양림,국·공립 휴양림,여수시도시관리공단,지자체,지방공기업·출자출연기관,전남광주통합특별시,여수,광주전남,전남광주통합특별시 여수 돌산 대복길 160,34.6147023710522,127.761799891216,061-643-9180,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030097,,"숲속의집(12동), 휴양관(10실),세미나실, 산책로",공유누리(행정안전부)
camp-31047,완도자연휴양림,국·공립 휴양림,전라남도청,지자체,광역자치단체,전남광주통합특별시,완도군,광주전남,전남광주통합특별시 완도군 완도읍 대야일구1길 115,34.3526715566273,126.70241157218,061-550-3570,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030021,,"숲속의집(10동),숲속놀이터, 족욕장, 회의실",공유누리(행정안전부)
camp-31573,함평자연생태공원,국·공립 휴양림,함평군청,지자체,기초자치단체,전남광주통합특별시,함평군,광주전남,전남광주통합특별시 함평군 대동면 학동로 1398-77,35.1350003243724,126.5056999542,061-320-2855,https://www.hampyeong.go.kr/ecopark/,,",과학관, 나비곤충표본전시관, 캠핑트레일러, 반달가슴곰관찰원",공유누리(행정안전부)
camp-31114,흑석산자연휴양림,국·공립 휴양림,해남군청,지자체,기초자치단체,전남광주통합특별시,해남군,광주전남,전남광주통합특별시 해남군 계곡면 산골길 306,34.6709346791467,126.616996672633,061-530-5738,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030045,,"숲속의집(3동), 휴양관(4실),숲속의집(객식), 유아숲체험원, 족욕장, 수변쉼터",공유누리(행정안전부)
camp-30971,백아산자연휴양림,국·공립 휴양림,화순군청,지자체,기초자치단체,전남광주통합특별시,화순군,광주전남,전남광주통합특별시 화순군 백아면 수양로 353,35.1513754583719,127.167126288118,061-379-3737,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030098,,"숲속의집(3동), 숲속의집(6실), 족구장, 정자, 계곡, 잔디구장",공유누리(행정안전부)
